Объект;Адрес;Местонахождение и Описание;№ Акта;Дата;№ Акта;Дата;ЗиП;Примечание;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.178;ИПД-РК с адресом 2.2.178 № 621 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.18;ИПД-РК с адресом 2.2.18 № 1526 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.182;ИПД-РК с адресом 2.2.182 № 621 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.183;ИПД-РК с адресом 2.2.183 № 623 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.187;ИПД-РК с адресом 2.2.187 6 этаж, 1 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.195;ИПД-РК с адресом 2.2.195 № 628 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.198;ИПД-РК с адресом 2.2.198 № 521 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.205;ИПД-РК с адресом 2.2.205 № 527 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.209;ИПД-РК с адресом 2.2.209 № 524 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.100;ИПД-РК с адресом 13.2.100 № 331 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.102;ИПД-РК с адресом 13.2.102 № 334 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.105;ИПД-РК с адресом 13.2.105 № 332 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.213;ИПД-РК с адресом 2.2.213 № 524 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.78;ИПД-РК с адресом 2.2.78 № 1121 - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.82;ИПД-РК с адресом 2.2.82 № 1121 - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.84;ИПД-РК с адресом 2.2.84 № 1125 - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.86;ИПД-РК с адресом 2.2.86 11 этаж, 1 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.87;ИПД-РК с адресом 2.2.87 11 этаж, 1 секция - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.139;ИПД-РК с адресом 13.2.139 № 401 - неисправность питания;АО№87;10.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.9;ИПД-РК с адресом 2.2.9 № 1527 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.116;ИПД-РК с адресом 21.1.116 13 этаж, 4 секция, лифтовой холл - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.117;ИПР-РК с адресом 21.1.117 13 этаж, 4 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.135;ИПД-РК с адресом 21.1.135 12 этаж, 4 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.142;ИПР-РК с адресом 21.1.142 12 этаж, 4 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.60;ИПД-РК с адресом 21.1.60 15 этаж, 4 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.158;ИПД-РК с адресом 13.2.158 № 301 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.162;ИПД-РК с адресом 13.2.162 № 301 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.69;ИПР-РК с адресом 21.1.69 15 этаж, 4 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.174;ИПД-РК с адресом 13.2.174 № 306 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.115;ИПД-РК с адресом 3.1.115 10 этаж, 2 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.13;ИПД-РК с адресом 3.1.13 № 1532 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.17;ИПД-РК с адресом 3.1.17 № 1532 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.24;ИПД-РК с адресом 3.1.24 № 1429 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.26;ИПД-РК с адресом 3.1.26 № 1433 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.28;ИПД-РК с адресом 3.1.28 № 1429 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.31;ИПД-РК с адресом 3.1.31 № 1435 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.34;ИПД-РК с адресом 3.1.34 № 1430 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.5;ИПД-РК с адресом 3.1.5 № 1535 - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.85;ИПД-РК с адресом 3.1.85 № 1131 - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.86;ИПД-РК с адресом 3.1.86 № 1133 - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.89;ИПД-РК с адресом 3.1.89 № 1131 - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.90;ИПД-РК с адресом 3.1.90 № 1133 - неисправность питания;АО№87;15.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.2.147;ИПД-РК с адресом 3.2.147 15 этаж, 2 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.123;ИПД-РК с адресом 4.2.123 № 437 - неисправность питания;АО№87;10.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.137;ИПД-РК с адресом 4.2.137 № 337 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.138;ИПД-РК с адресом 4.2.138 № 339 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.140;ИПД-РК с адресом 4.2.140 № 339 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.142;ИПД-РК с адресом 4.2.142 3 этаж, 2 секция, лифтовой холл - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.143;ИПД-РК с адресом 4.2.143 № 338 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.144;ИПД-РК с адресом 4.2.144 № 340 - неисправность питания;АО№87;10.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.70;ИПД-РК с адресом 4.2.70 № 735 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.71;ИПД-РК с адресом 4.2.71 № 739 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.72;ИПД-РК с адресом 4.2.72 № 737 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.74;ИПД-РК с адресом 4.2.74 7 этаж, 2 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.76;ИПД-РК с адресом 4.2.76 № 738 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.80;ИПР-РК с адресом 4.2.80 7 этаж, 2 секция - неисправность питания;АО№87;13.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.87;ИПД-РК с адресом 4.2.87 № 637 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.92;ИПД-РК с адресом 13.2.92 № 333 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.93;ИПД-РК с адресом 13.2.93 № 336 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.97;ИПД-РК с адресом 13.2.97 № 336 - неисправность питания;АО№87;14.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;14.1.123;ИПД-РК с адресом 14.1.123 № 389 - неисправность питания;АО№87;10.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;14.1.125;ИПД-РК с адресом 14.1.125 № 389 - неисправность питания;АО№87;10.02.2023;АВР№88;16.02.2023;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.88;ИПД-РК с адресом 4.2.88 № 639 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.89;ИПД-РК с адресом 4.2.89 № 637 - неисправность питания;АО№87;16.02.2023;АВР№88;16.02.2023;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
